Date,site,pH
7/6/2024 21:40,70.2 Trestle,7.37
7/6/2024 21:40,HSB,7.65
7/6/2024 21:40,US_JUB,7.62674589
7/6/2024 21:40,DS_JUB,7.164938398
7/6/2024 21:50,Saysells,7.41
7/6/2024 21:50,70.2 Trestle,7.35
7/6/2024 21:50,HSB,7.64
7/6/2024 21:50,US_JUB,7.606762473
7/6/2024 21:50,DS_JUB,7.161216362
7/6/2024 22:00,Saysells,7.41
7/6/2024 22:00,70.2 Trestle,7.33
7/6/2024 22:00,HSB,7.62
7/6/2024 22:00,US_JUB,7.599853396
7/6/2024 22:00,DS_JUB,7.166023363
7/6/2024 22:10,Saysells,7.4
7/6/2024 22:10,70.2 Trestle,7.32
7/6/2024 22:10,HSB,7.6
7/6/2024 22:10,US_JUB,7.581200564
7/6/2024 22:10,DS_JUB,7.152947988
7/6/2024 22:20,Saysells,7.4
7/6/2024 22:20,70.2 Trestle,7.3
7/6/2024 22:20,HSB,7.59
7/6/2024 22:20,US_JUB,7.566267923
7/6/2024 22:20,DS_JUB,7.15030268
7/6/2024 22:30,Saysells,7.4
7/6/2024 22:30,70.2 Trestle,7.3
7/6/2024 22:30,HSB,7.58
7/6/2024 22:30,US_JUB,7.555878617
7/6/2024 22:30,DS_JUB,7.149259462
7/6/2024 22:40,Saysells,7.39
7/6/2024 22:40,70.2 Trestle,7.28
7/6/2024 22:40,HSB,7.57
7/6/2024 22:40,US_JUB,7.54203013
7/6/2024 22:40,DS_JUB,7.137513551
7/6/2024 22:50,Saysells,7.39
7/6/2024 22:50,70.2 Trestle,7.28
7/6/2024 22:50,HSB,7.56
7/6/2024 22:50,US_JUB,7.531691338
7/6/2024 22:50,DS_JUB,7.143134067
7/6/2024 23:00,Saysells,7.39
7/6/2024 23:00,70.2 Trestle,7.27
7/6/2024 23:00,HSB,7.54
7/6/2024 23:00,US_JUB,7.518086613
7/6/2024 23:00,DS_JUB,7.138324463
7/6/2024 23:10,Saysells,7.39
7/6/2024 23:10,70.2 Trestle,7.26
7/6/2024 23:10,HSB,7.54
7/6/2024 23:10,US_JUB,7.51014891
7/6/2024 23:10,DS_JUB,7.129274665
7/6/2024 23:20,Saysells,7.38
7/6/2024 23:20,70.2 Trestle,7.26
7/6/2024 23:20,HSB,7.53
7/6/2024 23:20,US_JUB,7.502425112
7/6/2024 23:20,DS_JUB,7.129826795
7/6/2024 23:30,Saysells,7.39
7/6/2024 23:30,70.2 Trestle,7.26
7/6/2024 23:30,HSB,7.52
7/6/2024 23:30,US_JUB,7.488295687
7/6/2024 23:30,DS_JUB,7.10765839
7/6/2024 23:40,Saysells,7.38
7/6/2024 23:40,70.2 Trestle,7.25
7/6/2024 23:40,HSB,7.51
7/6/2024 23:40,US_JUB,7.485418242
7/6/2024 23:40,DS_JUB,7.111680051
7/6/2024 23:50,Saysells,7.38
7/6/2024 23:50,70.2 Trestle,7.25
7/6/2024 23:50,HSB,7.5
7/6/2024 23:50,US_JUB,7.467804714
7/6/2024 23:50,DS_JUB,7.11088542
7/7/2024,Saysells,7.39
7/7/2024,70.2 Trestle,7.25
7/7/2024,HSB,7.5
7/7/2024,US_JUB,7.472118536
7/7/2024,DS_JUB,7.103665635
7/7/2024 0:10,Saysells,7.38
7/7/2024 0:10,70.2 Trestle,7.24
7/7/2024 0:10,HSB,7.49
7/7/2024 0:10,US_JUB,7.453460705
7/7/2024 0:10,DS_JUB,7.10153332
7/7/2024 0:20,Saysells,7.38
7/7/2024 0:20,70.2 Trestle,7.24
7/7/2024 0:20,HSB,7.48
7/7/2024 0:20,US_JUB,7.453223689
7/7/2024 0:20,DS_JUB,7.09699708
7/7/2024 0:30,Saysells,7.38
7/7/2024 0:30,70.2 Trestle,7.24
7/7/2024 0:30,HSB,7.48
7/7/2024 0:30,US_JUB,7.444732539
7/7/2024 0:30,DS_JUB,7.09566634
7/7/2024 0:40,Saysells,7.38
7/7/2024 0:40,70.2 Trestle,7.23
7/7/2024 0:40,HSB,7.47
7/7/2024 0:40,US_JUB,7.433248839
7/7/2024 0:40,DS_JUB,7.092733676
7/7/2024 0:50,Saysells,7.38
7/7/2024 0:50,70.2 Trestle,7.23
7/7/2024 0:50,HSB,7.47
7/7/2024 0:50,US_JUB,7.426626954
7/7/2024 0:50,DS_JUB,7.095956564
7/7/2024 1:00,Saysells,7.37
7/7/2024 1:00,70.2 Trestle,7.23
7/7/2024 1:00,HSB,7.47
7/7/2024 1:00,US_JUB,7.427502724
7/7/2024 1:00,DS_JUB,7.089812592
7/7/2024 1:10,Saysells,7.37
7/7/2024 1:10,70.2 Trestle,7.23
7/7/2024 1:10,HSB,7.46
7/7/2024 1:10,US_JUB,7.416859143
7/7/2024 1:10,DS_JUB,7.090627541
7/7/2024 1:20,Saysells,7.37
7/7/2024 1:20,70.2 Trestle,7.22
7/7/2024 1:20,HSB,7.46
7/7/2024 1:20,US_JUB,7.413940286
7/7/2024 1:20,DS_JUB,7.086890121
7/7/2024 1:30,Saysells,7.37
7/7/2024 1:30,70.2 Trestle,7.23
7/7/2024 1:30,HSB,7.46
7/7/2024 1:30,US_JUB,7.409482752
7/7/2024 1:30,DS_JUB,7.086101867
7/7/2024 1:40,Saysells,7.36
7/7/2024 1:40,70.2 Trestle,7.22
7/7/2024 1:40,HSB,7.46
7/7/2024 1:40,US_JUB,7.403387511
7/7/2024 1:40,DS_JUB,7.086375388
7/7/2024 1:50,Saysells,7.36
7/7/2024 1:50,70.2 Trestle,7.22
7/7/2024 1:50,HSB,7.45
7/7/2024 1:50,US_JUB,7.403991984
7/7/2024 1:50,DS_JUB,7.077828087
7/7/2024 2:00,Saysells,7.37
7/7/2024 2:00,70.2 Trestle,7.22
7/7/2024 2:00,HSB,7.45
7/7/2024 2:00,US_JUB,7.397893747
7/7/2024 2:00,DS_JUB,7.077560342
7/7/2024 2:10,Saysells,7.36
7/7/2024 2:10,70.2 Trestle,7.22
7/7/2024 2:10,HSB,7.45
7/7/2024 2:10,US_JUB,7.396352198
7/7/2024 2:10,DS_JUB,7.075431184
7/7/2024 2:20,Saysells,7.36
7/7/2024 2:20,70.2 Trestle,7.22
7/7/2024 2:20,HSB,7.44
7/7/2024 2:20,US_JUB,7.395373345
7/7/2024 2:20,DS_JUB,7.075966763
7/7/2024 2:30,Saysells,7.35
7/7/2024 2:30,70.2 Trestle,7.21
7/7/2024 2:30,HSB,7.44
7/7/2024 2:30,US_JUB,7.38929653
7/7/2024 2:30,DS_JUB,7.062860004
7/7/2024 2:40,Saysells,7.35
7/7/2024 2:40,70.2 Trestle,7.22
7/7/2024 2:40,HSB,7.44
7/7/2024 2:40,US_JUB,7.375677462
7/7/2024 2:40,DS_JUB,7.07679358
7/7/2024 2:50,Saysells,7.35
7/7/2024 2:50,70.2 Trestle,7.22
7/7/2024 2:50,HSB,7.44
7/7/2024 2:50,US_JUB,7.381134634
7/7/2024 2:50,DS_JUB,7.069312002
7/7/2024 3:00,Saysells,7.35
7/7/2024 3:00,70.2 Trestle,7.21
7/7/2024 3:00,HSB,7.43
7/7/2024 3:00,US_JUB,7.367777081
7/7/2024 3:00,DS_JUB,7.069584671
7/7/2024 3:10,Saysells,7.35
7/7/2024 3:10,70.2 Trestle,7.21
7/7/2024 3:10,HSB,7.43
7/7/2024 3:10,US_JUB,7.359540699
7/7/2024 3:10,DS_JUB,7.061288244
7/7/2024 3:20,Saysells,7.35
7/7/2024 3:20,70.2 Trestle,7.21
7/7/2024 3:20,HSB,7.43
7/7/2024 3:20,US_JUB,7.356671835
7/7/2024 3:20,DS_JUB,7.068804143
7/7/2024 3:30,Saysells,7.34
7/7/2024 3:30,70.2 Trestle,7.21
7/7/2024 3:30,HSB,7.43
7/7/2024 3:30,US_JUB,7.356463759
7/7/2024 3:30,DS_JUB,7.068545401
7/7/2024 3:40,Saysells,7.35
7/7/2024 3:40,70.2 Trestle,7.21
7/7/2024 3:40,HSB,7.43
7/7/2024 3:40,US_JUB,7.352786952
7/7/2024 3:40,DS_JUB,7.06882518
7/7/2024 3:50,Saysells,7.34
7/7/2024 3:50,70.2 Trestle,7.21
7/7/2024 3:50,HSB,7.43
7/7/2024 3:50,US_JUB,7.347495927
7/7/2024 3:50,DS_JUB,7.071250499
7/7/2024 4:00,Saysells,7.34
7/7/2024 4:00,70.2 Trestle,7.21
7/7/2024 4:00,HSB,7.43
7/7/2024 4:00,US_JUB,7.345942205
7/7/2024 4:00,DS_JUB,7.070189701
7/7/2024 4:10,Saysells,7.34
7/7/2024 4:10,70.2 Trestle,7.21
7/7/2024 4:10,HSB,7.43
7/7/2024 4:10,US_JUB,7.346562195
7/7/2024 4:10,DS_JUB,7.071011272
7/7/2024 4:20,Saysells,7.33
7/7/2024 4:20,70.2 Trestle,7.21
7/7/2024 4:20,HSB,7.43
7/7/2024 4:20,US_JUB,7.34801289
7/7/2024 4:20,DS_JUB,7.061363255
7/7/2024 4:30,Saysells,7.34
7/7/2024 4:30,70.2 Trestle,7.21
7/7/2024 4:30,HSB,7.42
7/7/2024 4:30,US_JUB,7.348107542
7/7/2024 4:30,DS_JUB,7.056546668
7/7/2024 4:40,Saysells,7.33
7/7/2024 4:40,70.2 Trestle,7.21
7/7/2024 4:40,HSB,7.42
7/7/2024 4:40,US_JUB,7.342773957
7/7/2024 4:40,DS_JUB,7.054412423
7/7/2024 4:50,Saysells,7.32
7/7/2024 4:50,70.2 Trestle,7.21
7/7/2024 4:50,HSB,7.42
7/7/2024 4:50,US_JUB,7.346904019
7/7/2024 4:50,DS_JUB,7.052277161
7/7/2024 5:00,Saysells,7.32
7/7/2024 5:00,70.2 Trestle,7.21
7/7/2024 5:00,HSB,7.42
7/7/2024 5:00,US_JUB,7.347489532
7/7/2024 5:00,DS_JUB,7.044497433
7/7/2024 5:10,Saysells,7.33
7/7/2024 5:10,70.2 Trestle,7.21
7/7/2024 5:10,HSB,7.42
7/7/2024 5:10,US_JUB,7.345956971
7/7/2024 5:10,DS_JUB,7.041284389
7/7/2024 5:20,Saysells,7.32
7/7/2024 5:20,70.2 Trestle,7.21
7/7/2024 5:20,HSB,7.42
7/7/2024 5:20,US_JUB,7.352208959
7/7/2024 5:20,DS_JUB,7.042903513
7/7/2024 5:30,Saysells,7.33
7/7/2024 5:30,70.2 Trestle,7.21
7/7/2024 5:30,HSB,7.42
7/7/2024 5:30,US_JUB,7.351215556
7/7/2024 5:30,DS_JUB,7.041297039
7/7/2024 5:40,Saysells,7.33
7/7/2024 5:40,70.2 Trestle,7.21
7/7/2024 5:40,HSB,7.42
7/7/2024 5:40,US_JUB,7.352622221
7/7/2024 5:40,DS_JUB,7.03566
7/7/2024 5:50,Saysells,7.33
7/7/2024 5:50,70.2 Trestle,7.22
7/7/2024 5:50,HSB,7.42
7/7/2024 5:50,US_JUB,7.348934106
7/7/2024 5:50,DS_JUB,7.033521293
7/7/2024 6:00,Saysells,7.34
7/7/2024 6:00,70.2 Trestle,7.22
7/7/2024 6:00,HSB,7.43
7/7/2024 6:00,US_JUB,7.350071471
7/7/2024 6:00,DS_JUB,7.034867952
7/7/2024 6:10,Saysells,7.33
7/7/2024 6:10,70.2 Trestle,7.23
7/7/2024 6:10,HSB,7.43
7/7/2024 6:10,US_JUB,7.358780569
7/7/2024 6:10,DS_JUB,7.033529287
7/7/2024 6:20,Saysells,7.34
7/7/2024 6:20,70.2 Trestle,7.23
7/7/2024 6:20,HSB,7.43
7/7/2024 6:20,US_JUB,7.354797742
7/7/2024 6:20,DS_JUB,7.054245439
7/7/2024 6:30,Saysells,7.34
7/7/2024 6:30,70.2 Trestle,7.24
7/7/2024 6:30,HSB,7.43
7/7/2024 6:30,US_JUB,7.366992105
7/7/2024 6:30,DS_JUB,7.044837715
7/7/2024 6:40,Saysells,7.34
7/7/2024 6:40,70.2 Trestle,7.25
7/7/2024 6:40,HSB,7.44
7/7/2024 6:40,US_JUB,7.368390533
7/7/2024 6:40,DS_JUB,7.04753585
7/7/2024 6:50,Saysells,7.34
7/7/2024 6:50,70.2 Trestle,7.26
7/7/2024 6:50,HSB,7.44
7/7/2024 6:50,US_JUB,7.369532222
7/7/2024 6:50,DS_JUB,7.05185301
7/7/2024 7:00,Saysells,7.35
7/7/2024 7:00,70.2 Trestle,7.27
7/7/2024 7:00,HSB,7.44
7/7/2024 7:00,US_JUB,7.374181325
7/7/2024 7:00,DS_JUB,7.045402027
7/7/2024 7:10,Saysells,7.34
7/7/2024 7:10,70.2 Trestle,7.28
7/7/2024 7:10,HSB,7.45
7/7/2024 7:10,US_JUB,7.383149088
7/7/2024 7:10,DS_JUB,7.048640233
7/7/2024 7:20,Saysells,7.35
7/7/2024 7:20,70.2 Trestle,7.28
7/7/2024 7:20,HSB,7.45
7/7/2024 7:20,US_JUB,7.391836683
7/7/2024 7:20,DS_JUB,7.042725004
7/7/2024 7:30,Saysells,7.35
7/7/2024 7:30,70.2 Trestle,7.29
7/7/2024 7:30,HSB,7.46
7/7/2024 7:30,US_JUB,7.391836683
7/7/2024 7:30,DS_JUB,7.04784404
7/7/2024 7:40,Saysells,7.35
7/7/2024 7:40,70.2 Trestle,7.3
7/7/2024 7:40,HSB,7.46
7/7/2024 7:40,US_JUB,7.402132277
7/7/2024 7:40,DS_JUB,7.050540184
7/7/2024 7:50,Saysells,7.36
7/7/2024 7:50,70.2 Trestle,7.32
7/7/2024 7:50,HSB,7.47
7/7/2024 7:50,US_JUB,7.412657658
7/7/2024 7:50,DS_JUB,7.057810958
7/7/2024 8:00,Saysells,7.36
7/7/2024 8:00,70.2 Trestle,7.33
7/7/2024 8:00,HSB,7.47
7/7/2024 8:00,US_JUB,7.414504416
7/7/2024 8:00,DS_JUB,7.064819078
7/7/2024 8:10,Saysells,7.36
7/7/2024 8:10,70.2 Trestle,7.34
7/7/2024 8:10,HSB,7.48
7/7/2024 8:10,US_JUB,7.429856772
7/7/2024 8:10,DS_JUB,7.067242918
7/7/2024 8:20,Saysells,7.37
7/7/2024 8:20,70.2 Trestle,7.36
7/7/2024 8:20,HSB,7.49
7/7/2024 8:20,US_JUB,7.443542758
7/7/2024 8:20,DS_JUB,7.080700431
7/7/2024 8:30,Saysells,7.38
7/7/2024 8:30,70.2 Trestle,7.38
7/7/2024 8:30,HSB,7.51
7/7/2024 8:30,US_JUB,7.450526564
7/7/2024 8:30,DS_JUB,7.103845019
7/7/2024 8:40,Saysells,7.37
7/7/2024 8:40,70.2 Trestle,7.41
7/7/2024 8:40,HSB,7.54
7/7/2024 8:40,US_JUB,7.458318677
7/7/2024 8:40,DS_JUB,7.116218679
7/7/2024 8:50,Saysells,7.37
7/7/2024 8:50,70.2 Trestle,7.4
7/7/2024 8:50,HSB,7.53
7/7/2024 8:50,US_JUB,7.466823448
7/7/2024 8:50,DS_JUB,7.117287573
7/7/2024 9:00,Saysells,7.38
7/7/2024 9:00,70.2 Trestle,7.42
7/7/2024 9:00,HSB,7.53
7/7/2024 9:00,US_JUB,7.47587901
7/7/2024 9:00,DS_JUB,7.12346666
7/7/2024 9:10,Saysells,7.38
7/7/2024 9:10,70.2 Trestle,7.44
7/7/2024 9:10,HSB,7.53
7/7/2024 9:10,US_JUB,7.486327706
7/7/2024 9:10,DS_JUB,7.125872088
7/7/2024 9:20,Saysells,7.38
7/7/2024 9:20,70.2 Trestle,7.45
7/7/2024 9:20,HSB,7.54
7/7/2024 9:20,US_JUB,7.505651198
7/7/2024 9:20,DS_JUB,7.129079772
7/7/2024 9:30,Saysells,7.38
7/7/2024 9:30,70.2 Trestle,7.47
7/7/2024 9:30,HSB,7.56
7/7/2024 9:30,US_JUB,7.517422491
7/7/2024 9:30,DS_JUB,7.129318005
7/7/2024 9:40,Saysells,7.4
7/7/2024 9:40,70.2 Trestle,7.49
7/7/2024 9:40,HSB,7.71
7/7/2024 9:40,US_JUB,7.525381828
7/7/2024 9:40,DS_JUB,7.143542394
7/7/2024 9:50,Saysells,7.41
7/7/2024 9:50,70.2 Trestle,7.52
7/7/2024 9:50,HSB,7.71
7/7/2024 9:50,US_JUB,7.543034257
7/7/2024 9:50,DS_JUB,7.165289271
7/7/2024 10:00,Saysells,7.4
7/7/2024 10:00,70.2 Trestle,7.54
7/7/2024 10:00,HSB,7.76
7/7/2024 10:00,US_JUB,7.559601101
7/7/2024 10:00,DS_JUB,7.167126039
7/7/2024 10:10,Saysells,7.42
7/7/2024 10:10,70.2 Trestle,7.58
7/7/2024 10:10,HSB,7.78
7/7/2024 10:10,US_JUB,7.571294481
7/7/2024 10:10,DS_JUB,7.183230834
7/7/2024 10:20,Saysells,7.45
7/7/2024 10:20,70.2 Trestle,7.61
7/7/2024 10:20,HSB,7.81
7/7/2024 10:20,US_JUB,7.587537015
7/7/2024 10:20,DS_JUB,7.196872217
7/7/2024 10:30,Saysells,7.46
7/7/2024 10:30,70.2 Trestle,7.64
7/7/2024 10:30,HSB,7.85
7/7/2024 10:30,US_JUB,7.651595046
7/7/2024 10:30,DS_JUB,7.19925661
7/7/2024 10:40,Saysells,7.46
7/7/2024 10:40,70.2 Trestle,7.68
7/7/2024 10:40,HSB,7.89
7/7/2024 10:40,US_JUB,7.59535379
7/7/2024 10:40,DS_JUB,7.191976775
7/7/2024 10:50,Saysells,7.46
7/7/2024 10:50,70.2 Trestle,7.71
7/7/2024 10:50,HSB,7.93
7/7/2024 10:50,US_JUB,7.663115127
7/7/2024 10:50,DS_JUB,7.169903767
7/7/2024 11:00,Saysells,7.47
7/7/2024 11:00,70.2 Trestle,7.74
7/7/2024 11:00,HSB,7.96
7/7/2024 11:00,US_JUB,7.718461912
7/7/2024 11:00,DS_JUB,7.163151265
7/7/2024 11:10,Saysells,7.47
7/7/2024 11:10,70.2 Trestle,7.78
7/7/2024 11:10,HSB,7.99
7/7/2024 11:10,US_JUB,7.846152987
7/7/2024 11:10,DS_JUB,7.157502432
7/7/2024 11:20,Saysells,7.47
7/7/2024 11:20,70.2 Trestle,7.82
7/7/2024 11:20,HSB,8.02
7/7/2024 11:20,US_JUB,7.8765373
7/7/2024 11:20,DS_JUB,7.138945363
7/7/2024 11:30,Saysells,7.47
7/7/2024 11:30,70.2 Trestle,7.9
7/7/2024 11:30,HSB,8.03
7/7/2024 11:30,US_JUB,7.930830658
7/7/2024 11:30,DS_JUB,7.158216337
7/7/2024 11:40,Saysells,7.49
7/7/2024 11:40,70.2 Trestle,8.01
7/7/2024 11:40,HSB,8.07
7/7/2024 11:40,US_JUB,7.947724
7/7/2024 11:40,DS_JUB,7.172652169
7/7/2024 11:50,Saysells,7.5
7/7/2024 11:50,70.2 Trestle,7.97
7/7/2024 11:50,HSB,8.08
7/7/2024 11:50,US_JUB,7.953842021
7/7/2024 11:50,DS_JUB,7.192167388
7/7/2024 12:00,Saysells,7.49
7/7/2024 12:00,70.2 Trestle,8.03
7/7/2024 12:00,HSB,8.13
7/7/2024 12:00,US_JUB,7.836872841
7/7/2024 12:00,DS_JUB,7.216501499
7/7/2024 12:10,Saysells,7.5
7/7/2024 12:10,70.2 Trestle,8.12
7/7/2024 12:10,HSB,8.15
7/7/2024 12:10,US_JUB,7.874664393
7/7/2024 12:10,DS_JUB,7.237613151
7/7/2024 12:20,Saysells,7.51
7/7/2024 12:20,70.2 Trestle,8.17
7/7/2024 12:20,HSB,8.16
7/7/2024 12:20,US_JUB,7.762542099
7/7/2024 12:20,DS_JUB,7.244505929
7/7/2024 12:30,Saysells,7.51
7/7/2024 12:30,70.2 Trestle,8.21
7/7/2024 12:30,HSB,8.19
7/7/2024 12:30,US_JUB,7.913811359
7/7/2024 12:30,DS_JUB,7.26156266
7/7/2024 12:40,Saysells,7.52
7/7/2024 12:40,70.2 Trestle,8.2
7/7/2024 12:40,HSB,8.2
7/7/2024 12:40,US_JUB,7.977174255
7/7/2024 12:40,DS_JUB,7.255057387
7/7/2024 12:50,Saysells,7.52
7/7/2024 12:50,70.2 Trestle,8.23
7/7/2024 12:50,HSB,8.24
7/7/2024 12:50,US_JUB,7.93706564
7/7/2024 12:50,DS_JUB,7.260858874
7/7/2024 13:00,Saysells,7.52
7/7/2024 13:00,70.2 Trestle,8.32
7/7/2024 13:00,HSB,8.26
7/7/2024 13:00,US_JUB,7.852293324
7/7/2024 13:00,DS_JUB,7.259709076
7/7/2024 13:10,Saysells,7.52
7/7/2024 13:10,70.2 Trestle,8.4
7/7/2024 13:10,HSB,8.27
7/7/2024 13:10,US_JUB,7.802742063
7/7/2024 13:10,DS_JUB,7.270854509
7/7/2024 13:20,Saysells,7.52
7/7/2024 13:20,70.2 Trestle,8.44
7/7/2024 13:20,HSB,8.3
7/7/2024 13:20,US_JUB,7.812515577
7/7/2024 13:20,DS_JUB,7.252831686
7/7/2024 13:30,Saysells,7.53
7/7/2024 13:30,70.2 Trestle,8.47
7/7/2024 13:30,HSB,8.32
7/7/2024 13:30,US_JUB,7.88135914
7/7/2024 13:30,DS_JUB,7.220162278
7/7/2024 13:40,Saysells,7.53
7/7/2024 13:40,70.2 Trestle,8.49
7/7/2024 13:40,HSB,8.33
7/7/2024 13:40,US_JUB,7.850177462
7/7/2024 13:40,DS_JUB,7.200582126
7/7/2024 13:50,Saysells,7.54
7/7/2024 13:50,70.2 Trestle,8.51
7/7/2024 13:50,HSB,8.35
7/7/2024 13:50,US_JUB,7.853685181
7/7/2024 13:50,DS_JUB,7.203192219
7/7/2024 14:00,Saysells,7.53
7/7/2024 14:00,70.2 Trestle,8.54
7/7/2024 14:00,HSB,8.36
7/7/2024 14:00,US_JUB,7.901139835
7/7/2024 14:00,DS_JUB,7.193764367
7/7/2024 14:10,Saysells,7.54
7/7/2024 14:10,70.2 Trestle,8.57
7/7/2024 14:10,HSB,8.38
7/7/2024 14:10,US_JUB,7.896032961
7/7/2024 14:10,DS_JUB,7.201692802
7/7/2024 14:20,Saysells,7.55
7/7/2024 14:20,70.2 Trestle,8.58
7/7/2024 14:20,HSB,8.38
7/7/2024 14:20,US_JUB,7.939571738
7/7/2024 14:20,DS_JUB,7.24108018
7/7/2024 14:30,Saysells,7.55
7/7/2024 14:30,70.2 Trestle,8.6
7/7/2024 14:30,HSB,8.4
7/7/2024 14:30,US_JUB,8.140103432
7/7/2024 14:30,DS_JUB,7.264733747
7/7/2024 14:40,Saysells,7.54
7/7/2024 14:40,70.2 Trestle,8.61
7/7/2024 14:40,HSB,8.4
7/7/2024 14:40,US_JUB,8.167178996
7/7/2024 14:40,DS_JUB,7.279068768
7/7/2024 14:50,Saysells,7.51
7/7/2024 14:50,70.2 Trestle,8.65
7/7/2024 14:50,HSB,8.44
7/7/2024 14:50,US_JUB,8.106933154
7/7/2024 14:50,DS_JUB,7.305361253
7/7/2024 15:00,Saysells,7.51
7/7/2024 15:00,70.2 Trestle,8.63
7/7/2024 15:00,HSB,8.44
7/7/2024 15:00,US_JUB,8.191476563
7/7/2024 15:00,DS_JUB,7.315969206
7/7/2024 15:10,Saysells,7.53
7/7/2024 15:10,70.2 Trestle,8.65
7/7/2024 15:10,HSB,8.43
7/7/2024 15:10,US_JUB,8.187533166
7/7/2024 15:10,DS_JUB,7.29644555
7/7/2024 15:20,Saysells,7.52
7/7/2024 15:20,70.2 Trestle,8.66
7/7/2024 15:20,HSB,8.46
7/7/2024 15:20,US_JUB,8.203107479
7/7/2024 15:20,DS_JUB,7.274267503
7/7/2024 15:30,Saysells,7.51
7/7/2024 15:30,70.2 Trestle,8.67
7/7/2024 15:30,HSB,8.48
7/7/2024 15:30,US_JUB,8.196903618
7/7/2024 15:30,DS_JUB,7.265699096
7/7/2024 15:40,Saysells,7.51
7/7/2024 15:40,70.2 Trestle,8.68
7/7/2024 15:40,HSB,8.47
7/7/2024 15:40,US_JUB,8.22180435
7/7/2024 15:40,DS_JUB,7.244086262
7/7/2024 15:50,Saysells,7.51
7/7/2024 15:50,70.2 Trestle,8.63
7/7/2024 15:50,HSB,8.48
7/7/2024 15:50,US_JUB,8.223319162
7/7/2024 15:50,DS_JUB,7.228627072
7/7/2024 16:00,Saysells,7.54
7/7/2024 16:00,70.2 Trestle,8.64
7/7/2024 16:00,HSB,8.49
7/7/2024 16:00,US_JUB,8.237368041
7/7/2024 16:00,DS_JUB,7.221400875
7/7/2024 16:10,Saysells,7.54
7/7/2024 16:10,70.2 Trestle,8.65
7/7/2024 16:10,HSB,8.49
7/7/2024 16:10,US_JUB,8.242692307
7/7/2024 16:10,DS_JUB,7.216860694
7/7/2024 16:20,Saysells,7.5
7/7/2024 16:20,70.2 Trestle,8.63
7/7/2024 16:20,HSB,8.51
7/7/2024 16:20,US_JUB,8.20914943
7/7/2024 16:20,DS_JUB,7.242357813
7/7/2024 16:30,Saysells,7.5
7/7/2024 16:30,70.2 Trestle,8.54
7/7/2024 16:30,HSB,8.49
7/7/2024 16:30,US_JUB,8.245172011
7/7/2024 16:30,DS_JUB,7.284890288
7/7/2024 16:40,Saysells,7.5
7/7/2024 16:40,70.2 Trestle,8.51
7/7/2024 16:40,HSB,8.48
7/7/2024 16:40,US_JUB,8.24615308
7/7/2024 16:40,DS_JUB,7.301090918
7/7/2024 16:50,Saysells,7.49
7/7/2024 16:50,70.2 Trestle,8.49
7/7/2024 16:50,HSB,8.48
7/7/2024 16:50,US_JUB,8.244289586
7/7/2024 16:50,DS_JUB,7.317277578
7/7/2024 17:00,Saysells,7.49
7/7/2024 17:00,70.2 Trestle,8.5
7/7/2024 17:00,HSB,8.49
7/7/2024 17:00,US_JUB,8.232717994
7/7/2024 17:00,DS_JUB,7.31302125
7/7/2024 17:10,Saysells,7.51
7/7/2024 17:10,70.2 Trestle,8.44
7/7/2024 17:10,HSB,8.5
7/7/2024 17:10,US_JUB,8.203703672
7/7/2024 17:10,DS_JUB,7.312989602
7/7/2024 17:20,Saysells,7.49
7/7/2024 17:20,70.2 Trestle,8.4
7/7/2024 17:20,HSB,8.47
7/7/2024 17:20,US_JUB,8.183127714
7/7/2024 17:20,DS_JUB,7.299423928
7/7/2024 17:30,Saysells,7.49
7/7/2024 17:30,70.2 Trestle,8.36
7/7/2024 17:30,HSB,8.26
7/7/2024 17:30,US_JUB,8.155978524
7/7/2024 17:30,DS_JUB,7.271788069
7/7/2024 17:40,Saysells,7.49
7/7/2024 17:40,70.2 Trestle,8.32
7/7/2024 17:40,HSB,8.24
7/7/2024 17:40,US_JUB,8.151647357
7/7/2024 17:40,DS_JUB,7.248145697
7/7/2024 17:50,Saysells,7.5
7/7/2024 17:50,70.2 Trestle,8.27
7/7/2024 17:50,HSB,8.22
7/7/2024 17:50,US_JUB,8.119432969
7/7/2024 17:50,DS_JUB,7.241252628
7/7/2024 18:00,Saysells,7.49
7/7/2024 18:00,70.2 Trestle,8.21
7/7/2024 18:00,HSB,8.21
7/7/2024 18:00,US_JUB,8.009630855
7/7/2024 18:00,DS_JUB,7.225591739
7/7/2024 18:10,Saysells,7.49
7/7/2024 18:10,70.2 Trestle,8.17
7/7/2024 18:10,HSB,8.18
7/7/2024 18:10,US_JUB,7.978004512
7/7/2024 18:10,DS_JUB,7.218672407
7/7/2024 18:20,Saysells,7.49
7/7/2024 18:20,70.2 Trestle,8.11
7/7/2024 18:20,HSB,8.15
7/7/2024 18:20,US_JUB,7.963953451
7/7/2024 18:20,DS_JUB,7.211235064
7/7/2024 18:30,Saysells,7.48
7/7/2024 18:30,70.2 Trestle,8.06
7/7/2024 18:30,HSB,8.13
7/7/2024 18:30,US_JUB,7.934545152
7/7/2024 18:30,DS_JUB,7.231728313
7/7/2024 18:40,Saysells,7.49
7/7/2024 18:40,70.2 Trestle,8.01
7/7/2024 18:40,HSB,8.12
7/7/2024 18:40,US_JUB,7.926709108
7/7/2024 18:40,DS_JUB,7.264198138
7/7/2024 18:50,Saysells,7.49
7/7/2024 18:50,70.2 Trestle,7.95
7/7/2024 18:50,HSB,8.1
