Date,site,pH
7/6/2024 0:30,Saysells,7.38
7/6/2024 0:30,70.2 Trestle,7.25
7/6/2024 0:30,HSB,7.48
7/6/2024 0:30,US_JUB,7.410895812
7/6/2024 0:30,DS_JUB,7.13290673
7/6/2024 0:40,Saysells,7.37
7/6/2024 0:40,70.2 Trestle,7.24
7/6/2024 0:40,HSB,7.47
7/6/2024 0:40,US_JUB,7.4045358
7/6/2024 0:40,DS_JUB,7.12917361
7/6/2024 0:50,Saysells,7.37
7/6/2024 0:50,70.2 Trestle,7.24
7/6/2024 0:50,HSB,7.47
7/6/2024 0:50,US_JUB,7.396525687
7/6/2024 0:50,DS_JUB,7.132652632
7/6/2024 1:00,Saysells,7.37
7/6/2024 1:00,70.2 Trestle,7.24
7/6/2024 1:00,HSB,7.47
7/6/2024 1:00,US_JUB,7.39469036
7/6/2024 1:00,DS_JUB,7.128124864
7/6/2024 1:10,Saysells,7.36
7/6/2024 1:10,70.2 Trestle,7.24
7/6/2024 1:10,HSB,7.46
7/6/2024 1:10,US_JUB,7.388848259
7/6/2024 1:10,DS_JUB,7.111812624
7/6/2024 1:20,Saysells,7.37
7/6/2024 1:20,70.2 Trestle,7.24
7/6/2024 1:20,HSB,7.46
7/6/2024 1:20,US_JUB,7.386475702
7/6/2024 1:20,DS_JUB,7.112359455
7/6/2024 1:30,Saysells,7.36
7/6/2024 1:30,70.2 Trestle,7.23
7/6/2024 1:30,HSB,7.46
7/6/2024 1:30,US_JUB,7.388149483
7/6/2024 1:30,DS_JUB,7.095241147
7/6/2024 1:40,Saysells,7.36
7/6/2024 1:40,70.2 Trestle,7.23
7/6/2024 1:40,HSB,7.46
7/6/2024 1:40,US_JUB,7.37801469
7/6/2024 1:40,DS_JUB,7.097657715
7/6/2024 1:50,Saysells,7.35
7/6/2024 1:50,70.2 Trestle,7.23
7/6/2024 1:50,HSB,7.46
7/6/2024 1:50,US_JUB,7.373252312
7/6/2024 1:50,DS_JUB,7.110779402
7/6/2024 2:00,Saysells,7.36
7/6/2024 2:00,70.2 Trestle,7.23
7/6/2024 2:00,HSB,7.45
7/6/2024 2:00,US_JUB,7.365806518
7/6/2024 2:00,DS_JUB,7.111590343
7/6/2024 2:10,Saysells,7.36
7/6/2024 2:10,70.2 Trestle,7.23
7/6/2024 2:10,HSB,7.45
7/6/2024 2:10,US_JUB,7.365868519
7/6/2024 2:10,DS_JUB,7.109459023
7/6/2024 2:20,Saysells,7.36
7/6/2024 2:20,70.2 Trestle,7.23
7/6/2024 2:20,HSB,7.45
7/6/2024 2:20,US_JUB,7.358711543
7/6/2024 2:20,DS_JUB,7.104652199
7/6/2024 2:30,Saysells,7.35
7/6/2024 2:30,70.2 Trestle,7.23
7/6/2024 2:30,HSB,7.45
7/6/2024 2:30,US_JUB,7.36065071
7/6/2024 2:30,DS_JUB,7.107884962
7/6/2024 2:40,Saysells,7.35
7/6/2024 2:40,70.2 Trestle,7.23
7/6/2024 2:40,HSB,7.45
7/6/2024 2:40,US_JUB,7.362309866
7/6/2024 2:40,DS_JUB,7.101740143
7/6/2024 2:50,Saysells,7.36
7/6/2024 2:50,70.2 Trestle,7.23
7/6/2024 2:50,HSB,7.44
7/6/2024 2:50,US_JUB,7.356197733
7/6/2024 2:50,DS_JUB,7.109779012
7/6/2024 3:00,Saysells,7.35
7/6/2024 3:00,70.2 Trestle,7.23
7/6/2024 3:00,HSB,7.44
7/6/2024 3:00,US_JUB,7.356282334
7/6/2024 3:00,DS_JUB,7.11219829
7/6/2024 3:10,Saysells,7.34
7/6/2024 3:10,70.2 Trestle,7.23
7/6/2024 3:10,HSB,7.44
7/6/2024 3:10,US_JUB,7.352607356
7/6/2024 3:10,DS_JUB,7.099362217
7/6/2024 3:20,Saysells,7.34
7/6/2024 3:20,70.2 Trestle,7.23
7/6/2024 3:20,HSB,7.44
7/6/2024 3:20,US_JUB,7.358576179
7/6/2024 3:20,DS_JUB,7.094818192
7/6/2024 3:30,Saysells,7.35
7/6/2024 3:30,70.2 Trestle,7.23
7/6/2024 3:30,HSB,7.44
7/6/2024 3:30,US_JUB,7.348989866
7/6/2024 3:30,DS_JUB,7.080631348
7/6/2024 3:40,Saysells,7.35
7/6/2024 3:40,70.2 Trestle,7.23
7/6/2024 3:40,HSB,7.43
7/6/2024 3:40,US_JUB,7.349317821
7/6/2024 3:40,DS_JUB,7.078504718
7/6/2024 3:50,Saysells,7.35
7/6/2024 3:50,70.2 Trestle,7.23
7/6/2024 3:50,HSB,7.43
7/6/2024 3:50,US_JUB,7.347788297
7/6/2024 3:50,DS_JUB,7.086289147
7/6/2024 4:00,Saysells,7.34
7/6/2024 4:00,70.2 Trestle,7.23
7/6/2024 4:00,HSB,7.43
7/6/2024 4:00,US_JUB,7.339514297
7/6/2024 4:00,DS_JUB,7.090334306
7/6/2024 4:10,Saysells,7.34
7/6/2024 4:10,70.2 Trestle,7.23
7/6/2024 4:10,HSB,7.43
7/6/2024 4:10,US_JUB,7.337712944
7/6/2024 4:10,DS_JUB,7.079347148
7/6/2024 4:20,Saysells,7.35
7/6/2024 4:20,70.2 Trestle,7.23
7/6/2024 4:20,HSB,7.43
7/6/2024 4:20,US_JUB,7.337501413
7/6/2024 4:20,DS_JUB,7.081507836
7/6/2024 4:30,Saysells,7.34
7/6/2024 4:30,70.2 Trestle,7.23
7/6/2024 4:30,HSB,7.43
7/6/2024 4:30,US_JUB,7.33728981
7/6/2024 4:30,DS_JUB,7.082327033
7/6/2024 4:40,Saysells,7.34
7/6/2024 4:40,70.2 Trestle,7.22
7/6/2024 4:40,HSB,7.43
7/6/2024 4:40,US_JUB,7.336563
7/6/2024 4:40,DS_JUB,7.082332633
7/6/2024 4:50,Saysells,7.34
7/6/2024 4:50,70.2 Trestle,7.23
7/6/2024 4:50,HSB,7.43
7/6/2024 4:50,US_JUB,7.334490382
7/6/2024 4:50,DS_JUB,7.087185736
7/6/2024 5:00,Saysells,7.34
7/6/2024 5:00,70.2 Trestle,7.23
7/6/2024 5:00,HSB,7.43
7/6/2024 5:00,US_JUB,7.332663302
7/6/2024 5:00,DS_JUB,7.086126277
7/6/2024 5:10,Saysells,7.34
7/6/2024 5:10,70.2 Trestle,7.23
7/6/2024 5:10,HSB,7.43
7/6/2024 5:10,US_JUB,7.327874578
7/6/2024 5:10,DS_JUB,7.090976073
7/6/2024 5:20,Saysells,7.33
7/6/2024 5:20,70.2 Trestle,7.23
7/6/2024 5:20,HSB,7.43
7/6/2024 5:20,US_JUB,7.329568163
7/6/2024 5:20,DS_JUB,7.085355411
7/6/2024 5:30,Saysells,7.34
7/6/2024 5:30,70.2 Trestle,7.23
7/6/2024 5:30,HSB,7.43
7/6/2024 5:30,US_JUB,7.323430489
7/6/2024 5:30,DS_JUB,7.079992645
7/6/2024 5:40,Saysells,7.35
7/6/2024 5:40,70.2 Trestle,7.23
7/6/2024 5:40,HSB,7.43
7/6/2024 5:40,US_JUB,7.320275264
7/6/2024 5:40,DS_JUB,7.090219343
7/6/2024 5:50,Saysells,7.35
7/6/2024 5:50,70.2 Trestle,7.24
7/6/2024 5:50,HSB,7.44
7/6/2024 5:50,US_JUB,7.32732314
7/6/2024 5:50,DS_JUB,7.084315121
7/6/2024 6:00,Saysells,7.35
7/6/2024 6:00,70.2 Trestle,7.24
7/6/2024 6:00,HSB,7.43
7/6/2024 6:00,US_JUB,7.333340612
7/6/2024 6:00,DS_JUB,7.089981218
7/6/2024 6:10,Saysells,7.35
7/6/2024 6:10,70.2 Trestle,7.24
7/6/2024 6:10,HSB,7.44
7/6/2024 6:10,US_JUB,7.340932158
7/6/2024 6:10,DS_JUB,7.087576423
7/6/2024 6:20,Saysells,7.35
7/6/2024 6:20,70.2 Trestle,7.25
7/6/2024 6:20,HSB,7.44
7/6/2024 6:20,US_JUB,7.342103393
7/6/2024 6:20,DS_JUB,7.091622448
7/6/2024 6:30,Saysells,7.36
7/6/2024 6:30,70.2 Trestle,7.26
7/6/2024 6:30,HSB,7.44
7/6/2024 6:30,US_JUB,7.35482192
7/6/2024 6:30,DS_JUB,7.096486368
7/6/2024 6:40,Saysells,7.36
7/6/2024 6:40,70.2 Trestle,7.26
7/6/2024 6:40,HSB,7.44
7/6/2024 6:40,US_JUB,7.348386776
7/6/2024 6:40,DS_JUB,7.100807601
7/6/2024 6:50,Saysells,7.36
7/6/2024 6:50,70.2 Trestle,7.27
7/6/2024 6:50,HSB,7.45
7/6/2024 6:50,US_JUB,7.357603364
7/6/2024 6:50,DS_JUB,7.094366503
7/6/2024 7:00,Saysells,7.36
7/6/2024 7:00,70.2 Trestle,7.28
7/6/2024 7:00,HSB,7.45
7/6/2024 7:00,US_JUB,7.359282665
7/6/2024 7:00,DS_JUB,7.091143576
7/6/2024 7:10,Saysells,7.36
7/6/2024 7:10,70.2 Trestle,7.29
7/6/2024 7:10,HSB,7.46
7/6/2024 7:10,US_JUB,7.355542871
7/6/2024 7:10,DS_JUB,7.089538054
7/6/2024 7:20,Saysells,7.37
7/6/2024 7:20,70.2 Trestle,7.29
7/6/2024 7:20,HSB,7.46
7/6/2024 7:20,US_JUB,7.361526732
7/6/2024 7:20,DS_JUB,7.095741356
7/6/2024 7:30,Saysells,7.38
7/6/2024 7:30,70.2 Trestle,7.3
7/6/2024 7:30,HSB,7.46
7/6/2024 7:30,US_JUB,7.358865544
7/6/2024 7:30,DS_JUB,7.097097179
7/6/2024 7:40,Saysells,7.38
7/6/2024 7:40,70.2 Trestle,7.31
7/6/2024 7:40,HSB,7.47
7/6/2024 7:40,US_JUB,7.369118596
7/6/2024 7:40,DS_JUB,7.108680418
7/6/2024 7:50,Saysells,7.38
7/6/2024 7:50,70.2 Trestle,7.32
7/6/2024 7:50,HSB,7.47
7/6/2024 7:50,US_JUB,7.380450916
7/6/2024 7:50,DS_JUB,7.126179953
7/6/2024 8:00,Saysells,7.38
7/6/2024 8:00,70.2 Trestle,7.33
7/6/2024 8:00,HSB,7.47
7/6/2024 8:00,US_JUB,7.388275614
7/6/2024 8:00,DS_JUB,7.131833649
7/6/2024 8:10,Saysells,7.38
7/6/2024 8:10,70.2 Trestle,7.34
7/6/2024 8:10,HSB,7.48
7/6/2024 8:10,US_JUB,7.390664004
7/6/2024 8:10,DS_JUB,7.131847141
7/6/2024 8:20,Saysells,7.38
7/6/2024 8:20,70.2 Trestle,7.35
7/6/2024 8:20,HSB,7.48
7/6/2024 8:20,US_JUB,7.405447134
7/6/2024 8:20,DS_JUB,7.13615516
7/6/2024 8:30,Saysells,7.38
7/6/2024 8:30,70.2 Trestle,7.37
7/6/2024 8:30,HSB,7.5
7/6/2024 8:30,US_JUB,7.414817772
7/6/2024 8:30,DS_JUB,7.131847141
7/6/2024 8:40,Saysells,7.38
7/6/2024 8:40,70.2 Trestle,7.39
7/6/2024 8:40,HSB,7.51
7/6/2024 8:40,US_JUB,7.422027931
7/6/2024 8:40,DS_JUB,7.132102873
7/6/2024 8:50,Saysells,7.39
7/6/2024 8:50,70.2 Trestle,7.39
7/6/2024 8:50,HSB,7.52
7/6/2024 8:50,US_JUB,7.43570639
7/6/2024 8:50,DS_JUB,7.13560278
7/6/2024 9:00,Saysells,7.39
7/6/2024 9:00,70.2 Trestle,7.4
7/6/2024 9:00,HSB,7.51
7/6/2024 9:00,US_JUB,7.443419459
7/6/2024 9:00,DS_JUB,7.147423476
7/6/2024 9:10,Saysells,7.39
7/6/2024 9:10,70.2 Trestle,7.42
7/6/2024 9:10,HSB,7.52
7/6/2024 9:10,US_JUB,7.455979604
7/6/2024 9:10,DS_JUB,7.14391435
7/6/2024 9:20,Saysells,7.39
7/6/2024 9:20,70.2 Trestle,7.44
7/6/2024 9:20,HSB,7.53
7/6/2024 9:20,US_JUB,7.465649395
7/6/2024 9:20,DS_JUB,7.149531001
7/6/2024 9:30,Saysells,7.41
7/6/2024 9:30,70.2 Trestle,7.46
7/6/2024 9:30,HSB,7.56
7/6/2024 9:30,US_JUB,7.474191627
7/6/2024 9:30,DS_JUB,7.154875941
7/6/2024 9:40,Saysells,7.42
7/6/2024 9:40,70.2 Trestle,7.47
7/6/2024 9:40,HSB,7.61
7/6/2024 9:40,US_JUB,7.477041569
7/6/2024 9:40,DS_JUB,7.156721764
7/6/2024 9:50,Saysells,7.42
7/6/2024 9:50,70.2 Trestle,7.49
7/6/2024 9:50,HSB,7.64
7/6/2024 9:50,US_JUB,7.493624134
7/6/2024 9:50,DS_JUB,7.180347816
7/6/2024 10:00,Saysells,7.42
7/6/2024 10:00,70.2 Trestle,7.52
7/6/2024 10:00,HSB,7.65
7/6/2024 10:00,US_JUB,7.502694579
7/6/2024 10:00,DS_JUB,7.18703852
7/6/2024 10:10,Saysells,7.44
7/6/2024 10:10,70.2 Trestle,7.54
7/6/2024 10:10,HSB,7.68
7/6/2024 10:10,US_JUB,7.518995082
7/6/2024 10:10,DS_JUB,7.198014433
7/6/2024 10:20,Saysells,7.47
7/6/2024 10:20,70.2 Trestle,7.57
7/6/2024 10:20,HSB,7.71
7/6/2024 10:20,US_JUB,7.526048295
7/6/2024 10:20,DS_JUB,7.209246718
7/6/2024 10:30,Saysells,7.48
7/6/2024 10:30,70.2 Trestle,7.6
7/6/2024 10:30,HSB,7.73
7/6/2024 10:30,US_JUB,7.550615859
7/6/2024 10:30,DS_JUB,7.213764005
7/6/2024 10:40,Saysells,7.48
7/6/2024 10:40,70.2 Trestle,7.63
7/6/2024 10:40,HSB,7.76
7/6/2024 10:40,US_JUB,7.552598654
7/6/2024 10:40,DS_JUB,7.207302162
7/6/2024 10:50,Saysells,7.47
7/6/2024 10:50,70.2 Trestle,7.67
7/6/2024 10:50,HSB,7.78
7/6/2024 10:50,US_JUB,7.5722639
7/6/2024 10:50,DS_JUB,7.207804072
7/6/2024 11:00,Saysells,7.49
7/6/2024 11:00,70.2 Trestle,7.7
7/6/2024 11:00,HSB,7.8
7/6/2024 11:00,US_JUB,7.598670804
7/6/2024 11:00,DS_JUB,7.202921088
7/6/2024 11:10,Saysells,7.49
7/6/2024 11:10,70.2 Trestle,7.73
7/6/2024 11:10,HSB,7.83
7/6/2024 11:10,US_JUB,7.639252609
7/6/2024 11:10,DS_JUB,7.210926681
7/6/2024 11:20,Saysells,7.5
7/6/2024 11:20,70.2 Trestle,7.76
7/6/2024 11:20,HSB,7.85
7/6/2024 11:20,US_JUB,7.646778262
7/6/2024 11:20,DS_JUB,7.227785651
7/6/2024 11:30,Saysells,7.49
7/6/2024 11:30,70.2 Trestle,7.8
7/6/2024 11:30,HSB,7.87
7/6/2024 11:30,US_JUB,7.68006143
7/6/2024 11:30,DS_JUB,7.232561486
7/6/2024 11:40,Saysells,7.51
7/6/2024 11:40,70.2 Trestle,7.86
7/6/2024 11:40,HSB,7.9
7/6/2024 11:40,US_JUB,7.685149999
7/6/2024 11:40,DS_JUB,7.242155713
7/6/2024 11:50,Saysells,7.53
7/6/2024 11:50,70.2 Trestle,7.88
7/6/2024 11:50,HSB,7.92
7/6/2024 11:50,US_JUB,7.693207604
7/6/2024 11:50,DS_JUB,7.247462094
7/6/2024 12:00,Saysells,7.51
7/6/2024 12:00,70.2 Trestle,7.92
7/6/2024 12:00,HSB,7.93
7/6/2024 12:00,US_JUB,7.665203664
7/6/2024 12:00,DS_JUB,7.253034086
7/6/2024 12:10,Saysells,7.52
7/6/2024 12:10,70.2 Trestle,8
7/6/2024 12:10,HSB,7.97
7/6/2024 12:10,US_JUB,7.663706264
7/6/2024 12:10,DS_JUB,7.254582357
7/6/2024 12:20,Saysells,7.52
7/6/2024 12:20,70.2 Trestle,8.02
7/6/2024 12:20,HSB,7.99
7/6/2024 12:20,US_JUB,7.659731643
7/6/2024 12:20,DS_JUB,7.244605558
7/6/2024 12:30,Saysells,7.53
7/6/2024 12:30,70.2 Trestle,8.06
7/6/2024 12:30,HSB,8.01
7/6/2024 12:30,US_JUB,7.687623484
7/6/2024 12:30,DS_JUB,7.250710145
7/6/2024 12:40,Saysells,7.53
7/6/2024 12:40,70.2 Trestle,8.08
7/6/2024 12:40,HSB,8.04
7/6/2024 12:40,US_JUB,7.734669442
7/6/2024 12:40,DS_JUB,7.263464132
7/6/2024 12:50,Saysells,7.54
7/6/2024 12:50,70.2 Trestle,8.12
7/6/2024 12:50,HSB,8.07
7/6/2024 12:50,US_JUB,7.732572984
7/6/2024 12:50,DS_JUB,7.280778126
7/6/2024 13:00,Saysells,7.54
7/6/2024 13:00,70.2 Trestle,8.18
7/6/2024 13:00,HSB,8.08
7/6/2024 13:00,US_JUB,7.711562258
7/6/2024 13:00,DS_JUB,7.268398164
7/6/2024 13:10,Saysells,7.55
7/6/2024 13:10,70.2 Trestle,8.23
7/6/2024 13:10,HSB,8.09
7/6/2024 13:10,US_JUB,7.713412155
7/6/2024 13:10,DS_JUB,7.262446887
7/6/2024 13:20,Saysells,7.54
7/6/2024 13:20,70.2 Trestle,8.28
7/6/2024 13:20,HSB,8.14
7/6/2024 13:20,US_JUB,7.723592128
7/6/2024 13:20,DS_JUB,7.265033194
7/6/2024 13:30,Saysells,7.55
7/6/2024 13:30,70.2 Trestle,8.32
7/6/2024 13:30,HSB,8.13
7/6/2024 13:30,US_JUB,7.747604576
7/6/2024 13:30,DS_JUB,7.269766374
7/6/2024 13:40,Saysells,7.55
7/6/2024 13:40,70.2 Trestle,8.35
7/6/2024 13:40,HSB,8.15
7/6/2024 13:40,US_JUB,7.745241422
7/6/2024 13:40,DS_JUB,7.266448696
7/6/2024 13:50,Saysells,7.55
7/6/2024 13:50,70.2 Trestle,8.37
7/6/2024 13:50,HSB,8.17
7/6/2024 13:50,US_JUB,7.751789897
7/6/2024 13:50,DS_JUB,7.267142124
7/6/2024 14:00,Saysells,7.57
7/6/2024 14:00,70.2 Trestle,8.4
7/6/2024 14:00,HSB,8.18
7/6/2024 14:00,US_JUB,7.770614609
7/6/2024 14:00,DS_JUB,7.265448887
7/6/2024 14:10,Saysells,7.56
7/6/2024 14:10,70.2 Trestle,8.43
7/6/2024 14:10,HSB,8.2
7/6/2024 14:10,US_JUB,7.786631538
7/6/2024 14:10,DS_JUB,7.290708828
7/6/2024 14:20,Saysells,7.57
7/6/2024 14:20,70.2 Trestle,8.44
7/6/2024 14:20,HSB,8.21
7/6/2024 14:20,US_JUB,7.829873407
7/6/2024 14:20,DS_JUB,7.307139903
7/6/2024 14:30,Saysells,7.57
7/6/2024 14:30,70.2 Trestle,8.44
7/6/2024 14:30,HSB,8.23
7/6/2024 14:30,US_JUB,7.844203237
7/6/2024 14:30,DS_JUB,7.312650067
7/6/2024 14:40,Saysells,7.56
7/6/2024 14:40,70.2 Trestle,8.48
7/6/2024 14:40,HSB,8.23
7/6/2024 14:40,US_JUB,7.909962956
7/6/2024 14:40,DS_JUB,7.320579368
7/6/2024 14:50,Saysells,7.51
7/6/2024 14:50,70.2 Trestle,8.48
7/6/2024 14:50,HSB,8.27
7/6/2024 14:50,US_JUB,7.894941718
7/6/2024 14:50,DS_JUB,7.320226004
7/6/2024 15:00,Saysells,7.52
7/6/2024 15:00,70.2 Trestle,8.5
7/6/2024 15:00,HSB,8.28
7/6/2024 15:00,US_JUB,7.946906623
7/6/2024 15:00,DS_JUB,7.304716004
7/6/2024 15:10,Saysells,7.57
7/6/2024 15:10,70.2 Trestle,8.51
7/6/2024 15:10,HSB,8.27
7/6/2024 15:10,US_JUB,7.948174571
7/6/2024 15:10,DS_JUB,7.297998972
7/6/2024 15:20,Saysells,7.53
7/6/2024 15:20,70.2 Trestle,8.52
7/6/2024 15:20,HSB,8.27
7/6/2024 15:20,US_JUB,7.967818486
7/6/2024 15:20,DS_JUB,7.301147579
7/6/2024 15:30,Saysells,7.52
7/6/2024 15:30,70.2 Trestle,8.54
7/6/2024 15:30,HSB,8.29
7/6/2024 15:30,US_JUB,7.994283242
7/6/2024 15:30,DS_JUB,7.293900353
7/6/2024 15:40,Saysells,7.51
7/6/2024 15:40,70.2 Trestle,8.53
7/6/2024 15:40,HSB,8.3
7/6/2024 15:40,US_JUB,8.006696583
7/6/2024 15:40,DS_JUB,7.292232079
7/6/2024 15:50,Saysells,7.51
7/6/2024 15:50,70.2 Trestle,8.51
7/6/2024 15:50,HSB,8.29
7/6/2024 15:50,US_JUB,8.017278089
7/6/2024 15:50,DS_JUB,7.278861527
7/6/2024 16:00,Saysells,7.56
7/6/2024 16:00,70.2 Trestle,8.52
7/6/2024 16:00,HSB,8.3
7/6/2024 16:00,US_JUB,8.019407939
7/6/2024 16:00,DS_JUB,7.284142062
7/6/2024 16:10,Saysells,7.56
7/6/2024 16:10,70.2 Trestle,8.51
7/6/2024 16:10,HSB,8.31
7/6/2024 16:10,US_JUB,8.013619061
7/6/2024 16:10,DS_JUB,7.293662353
7/6/2024 16:20,Saysells,7.51
7/6/2024 16:20,70.2 Trestle,8.49
7/6/2024 16:20,HSB,8.3
7/6/2024 16:20,US_JUB,7.999875039
7/6/2024 16:20,DS_JUB,7.301631499
7/6/2024 16:30,Saysells,7.5
7/6/2024 16:30,70.2 Trestle,8.44
7/6/2024 16:30,HSB,8.31
7/6/2024 16:30,US_JUB,8.022671531
7/6/2024 16:30,DS_JUB,7.30131437
7/6/2024 16:40,Saysells,7.5
7/6/2024 16:40,70.2 Trestle,8.41
7/6/2024 16:40,HSB,8.31
7/6/2024 16:40,US_JUB,8.032893264
7/6/2024 16:40,DS_JUB,7.310878534
7/6/2024 16:50,Saysells,7.5
7/6/2024 16:50,70.2 Trestle,8.39
7/6/2024 16:50,HSB,8.31
7/6/2024 16:50,US_JUB,8.032522749
7/6/2024 16:50,DS_JUB,7.30019872
7/6/2024 17:00,Saysells,7.5
7/6/2024 17:00,70.2 Trestle,8.39
7/6/2024 17:00,HSB,8.31
7/6/2024 17:00,US_JUB,8.030299847
7/6/2024 17:00,DS_JUB,7.301795974
7/6/2024 17:10,Saysells,7.5
7/6/2024 17:10,70.2 Trestle,8.34
7/6/2024 17:10,HSB,8.31
7/6/2024 17:10,US_JUB,8.024347455
7/6/2024 17:10,DS_JUB,7.304703718
7/6/2024 17:20,Saysells,7.49
7/6/2024 17:20,70.2 Trestle,8.29
7/6/2024 17:20,HSB,8.3
7/6/2024 17:20,US_JUB,8.01475926
7/6/2024 17:20,DS_JUB,7.302574191
7/6/2024 17:30,Saysells,7.5
7/6/2024 17:30,70.2 Trestle,8.25
7/6/2024 17:30,HSB,8.18
7/6/2024 17:30,US_JUB,8.001678336
7/6/2024 17:30,DS_JUB,7.306300864
7/6/2024 17:40,Saysells,7.5
7/6/2024 17:40,70.2 Trestle,8.22
7/6/2024 17:40,HSB,8.16
7/6/2024 17:40,US_JUB,7.991189131
7/6/2024 17:40,DS_JUB,7.31537263
7/6/2024 17:50,Saysells,7.49
7/6/2024 17:50,70.2 Trestle,8.17
7/6/2024 17:50,HSB,8.14
7/6/2024 17:50,US_JUB,7.977764989
7/6/2024 17:50,DS_JUB,7.296501797
7/6/2024 18:00,Saysells,7.5
7/6/2024 18:00,70.2 Trestle,8.13
7/6/2024 18:00,HSB,8.12
7/6/2024 18:00,US_JUB,7.913489467
7/6/2024 18:00,DS_JUB,7.278435325
7/6/2024 18:10,Saysells,7.49
7/6/2024 18:10,70.2 Trestle,8.08
7/6/2024 18:10,HSB,8.09
7/6/2024 18:10,US_JUB,7.902918553
7/6/2024 18:10,DS_JUB,7.283276
7/6/2024 18:20,Saysells,7.49
7/6/2024 18:20,70.2 Trestle,8.03
7/6/2024 18:20,HSB,8.07
7/6/2024 18:20,US_JUB,7.896520609
7/6/2024 18:20,DS_JUB,7.292380096
7/6/2024 18:30,Saysells,7.49
7/6/2024 18:30,70.2 Trestle,7.98
7/6/2024 18:30,HSB,8.05
7/6/2024 18:30,US_JUB,7.889976018
7/6/2024 18:30,DS_JUB,7.276683432
7/6/2024 18:40,Saysells,7.49
7/6/2024 18:40,70.2 Trestle,7.94
7/6/2024 18:40,HSB,8.04
7/6/2024 18:40,US_JUB,7.887399551
7/6/2024 18:40,DS_JUB,7.267387218
7/6/2024 18:50,Saysells,7.49
7/6/2024 18:50,70.2 Trestle,7.88
7/6/2024 18:50,HSB,8.03
7/6/2024 18:50,US_JUB,7.876081475
7/6/2024 18:50,DS_JUB,7.275398007
7/6/2024 19:00,Saysells,7.48
7/6/2024 19:00,70.2 Trestle,7.83
7/6/2024 19:00,HSB,8.01
7/6/2024 19:00,US_JUB,7.860462838
7/6/2024 19:00,DS_JUB,7.279689124
7/6/2024 19:10,Saysells,7.48
7/6/2024 19:10,70.2 Trestle,7.79
7/6/2024 19:10,HSB,7.99
7/6/2024 19:10,US_JUB,7.854291819
7/6/2024 19:10,DS_JUB,7.271713921
7/6/2024 19:20,Saysells,7.48
7/6/2024 19:20,70.2 Trestle,7.75
7/6/2024 19:20,HSB,7.97
7/6/2024 19:20,US_JUB,7.838748775
7/6/2024 19:20,DS_JUB,7.259500126
7/6/2024 19:30,Saysells,7.46
7/6/2024 19:30,70.2 Trestle,7.71
7/6/2024 19:30,HSB,7.94
7/6/2024 19:30,US_JUB,7.825600696
7/6/2024 19:30,DS_JUB,7.263808899
7/6/2024 19:40,Saysells,7.47
7/6/2024 19:40,70.2 Trestle,7.67
7/6/2024 19:40,HSB,7.92
7/6/2024 19:40,US_JUB,7.81399339
7/6/2024 19:40,DS_JUB,7.245716042
7/6/2024 19:50,Saysells,7.46
7/6/2024 19:50,70.2 Trestle,7.64
7/6/2024 19:50,HSB,7.9
7/6/2024 19:50,US_JUB,7.803450218
7/6/2024 19:50,DS_JUB,7.248690593
7/6/2024 20:00,Saysells,7.46
7/6/2024 20:00,70.2 Trestle,7.61
7/6/2024 20:00,HSB,7.88
7/6/2024 20:00,US_JUB,7.77920464
7/6/2024 20:00,DS_JUB,7.237265124
7/6/2024 20:10,Saysells,7.45
7/6/2024 20:10,70.2 Trestle,7.58
7/6/2024 20:10,HSB,7.85
7/6/2024 20:10,US_JUB,7.764379891
7/6/2024 20:10,DS_JUB,7.228746641
7/6/2024 20:20,Saysells,7.45
7/6/2024 20:20,70.2 Trestle,7.55
7/6/2024 20:20,HSB,7.83
7/6/2024 20:20,US_JUB,7.753480643
7/6/2024 20:20,DS_JUB,7.218100603
7/6/2024 20:30,Saysells,7.45
7/6/2024 20:30,70.2 Trestle,7.52
7/6/2024 20:30,HSB,7.8
7/6/2024 20:30,US_JUB,7.735926967
7/6/2024 20:30,DS_JUB,7.205598999
7/6/2024 20:40,Saysells,7.43
7/6/2024 20:40,70.2 Trestle,7.5
7/6/2024 20:40,HSB,7.78
7/6/2024 20:40,US_JUB,7.717811204
7/6/2024 20:40,DS_JUB,7.198689691
7/6/2024 20:50,Saysells,7.44
7/6/2024 20:50,70.2 Trestle,7.48
7/6/2024 20:50,HSB,7.76
7/6/2024 20:50,US_JUB,7.704721392
7/6/2024 20:50,DS_JUB,7.201658706
7/6/2024 21:00,Saysells,7.43
7/6/2024 21:00,70.2 Trestle,7.45
7/6/2024 21:00,HSB,7.73
7/6/2024 21:00,US_JUB,7.695685639
7/6/2024 21:00,DS_JUB,7.18354346
7/6/2024 21:10,Saysells,7.42
7/6/2024 21:10,70.2 Trestle,7.43
7/6/2024 21:10,HSB,7.71
7/6/2024 21:10,US_JUB,7.676251671
7/6/2024 21:10,DS_JUB,7.182773657
7/6/2024 21:20,Saysells,7.42
7/6/2024 21:20,70.2 Trestle,7.41
7/6/2024 21:20,HSB,7.69
7/6/2024 21:20,US_JUB,7.665342054
7/6/2024 21:20,DS_JUB,7.186536154
7/6/2024 21:30,Saysells,7.41
7/6/2024 21:30,70.2 Trestle,7.39
7/6/2024 21:30,HSB,7.67
7/6/2024 21:30,US_JUB,7.645100042
7/6/2024 21:30,DS_JUB,7.160388061
7/6/2024 21:40,Saysells,7.41
